id;destination;passanger;weather;temperature;time;coupon;expiration;gender;age;maritalStatus;has_children;education;occupation;income;Bar;CoffeeHouse;CarryAway;RestaurantLessThan20;Restaurant20To50;toCoupon_GEQ5min;toCoupon_GEQ15min;toCoupon_GEQ25min;direction_same;direction_opp;Y
136;No Urgent Place;Kid(s);Sunny;80;2PM;Coffee House;1d;Female;26;Married partner;1;Some college - no degree;Unemployed;$25000 - $37499;never;never;1~3;less1;never;1;0;0;0;1;0
137;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;21;Unmarried partner;0;Some college - no degree;Protective Service;$25000 - $37499;gt8;4~8;gt8;4~8;less1;1;1;0;0;1;0
138;Work;Alone;Snowy;30;7AM;Restaurant(<20);1d;Male;21;Single;0;Bachelors degree;Student;$25000 - $37499;1~3;4~8;1~3;1~3;less1;1;1;0;0;1;0
139;No Urgent Place;Alone;Sunny;55;10PM;Restaurant(20-50);1d;Male;26;Single;0;Bachelors degree;Business & Financial;$100000 or More;4~8;1~3;1~3;1~3;less1;1;0;0;0;1;1
140;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Female;50plus;Married partner;0;Some college - no degree;Healthcare Support;$25000 - $37499;1~3;1~3;4~8;4~8;1~3;1;0;0;0;1;1
141;Home;Alone;Sunny;80;10PM;Carry out & Take away;1d;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Community & Social Services;$37500 - $49999;never;never;less1;less1;never;1;0;0;1;0;1
142;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Male;26;Unmarried partner;0;Some college - no degree;Sales & Related;$50000 - $62499;1~3;4~8;gt8;1~3;1~3;1;0;0;0;1;1
143;No Urgent Place;Partner;Sunny;80;6PM;Bar;1d;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;1~3;gt8;less1;1;1;0;0;1;1
144;No Urgent Place;Friend(s);Sunny;80;10AM;Carry out & Take away;2h;Female;46;Single;0;Some college - no degree;Sales & Related;$25000 - $37499;never;never;1~3;less1;less1;1;1;0;0;1;0
145;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;21;Unmarried partner;0;Bachelors degree;Student;Less than $12500;1~3;less1;4~8;1~3;less1;1;1;0;0;1;1
146;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;1d;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Business & Financial;$87500 - $99999;less1;1~3;4~8;1~3;less1;1;1;0;0;1;1
147;No Urgent Place;Alone;Sunny;30;10AM;Carry out & Take away;1d;Male;below21;Single;0;High School Graduate;Student;$87500 - $99999;never;less1;1~3;4~8;4~8;1;1;0;0;1;1
148;No Urgent Place;Partner;Snowy;30;2PM;Coffee House;2h;Male;21;Unmarried partner;0;Some college - no degree;Sales & Related;$50000 - $62499;less1;never;1~3;4~8;1~3;1;1;0;0;1;0
149;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Male;21;Unmarried partner;0;Some college - no degree;Education&Training&Library;$25000 - $37499;4~8;less1;1~3;less1;never;1;1;0;0;1;1
150;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Male;below21;Single;0;Some college - no degree;Student;$87500 - $99999;never;4~8;;4~8;less1;1;1;0;0;1;1
151;No Urgent Place;Alone;Rainy;55;10AM;Coffee House;1d;Male;31;Married partner;1;High School Graduate;Computer & Mathematical;$87500 - $99999;never;1~3;less1;4~8;less1;1;1;0;0;1;1
152;Work;Alone;Sunny;55;7AM;Bar;1d;Male;50plus;Unmarried partner;1;Associates degree;Retired;$50000 - $62499;never;4~8;4~8;1~3;less1;1;1;1;0;1;0
153;Work;Alone;Snowy;30;7AM;Restaurant(<20);1d;Male;41;Divorced;1;High School Graduate;Sales & Related;$12500 - $24999;never;less1;less1;1~3;4~8;1;1;0;0;1;0
154;Home;Alone;Rainy;55;10PM;Coffee House;2h;Male;41;Single;0;Bachelors degree;Business & Financial;$62500 - $74999;1~3;4~8;1~3;4~8;4~8;1;0;0;1;0;1
155;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;26;Unmarried partner;0;Graduate degree (Masters or Doctorate);Healthcare Practitioners & Technical;$25000 - $37499;less1;;1~3;never;never;1;0;0;0;1;0
156;Home;Alone;Sunny;80;6PM;Coffee House;1d;Male;21;Unmarried partner;0;Bachelors degree;Student;Less than $12500;1~3;less1;4~8;1~3;less1;1;0;0;1;0;0
157;Work;Alone;Snowy;30;7AM;Carry out & Take away;1d;Female;31;Married partner;1;Bachelors degree;Unemployed;$37500 - $49999;less1;4~8;4~8;gt8;1~3;1;1;0;1;0;1
158;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;0;0;0;1;0
159;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;1~3;gt8;1~3;1~3;1;0;0;0;1;1
160;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Male;50plus;Unmarried partner;0;Bachelors degree;Retired;$100000 or More;never;never;1~3;gt8;never;1;0;0;0;1;0
161;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Female;21;Unmarried partner;0;Some college - no degree;Unemployed;$12500 - $24999;1~3;less1;1~3;1~3;less1;1;1;0;0;1;1
162;No Urgent Place;Alone;Sunny;55;10AM;Coffee House;2h;Female;21;Single;0;Bachelors degree;Student;$62500 - $74999;never;less1;1~3;less1;less1;1;0;0;0;1;1
163;No Urgent Place;Alone;Sunny;80;10AM;Bar;1d;Female;21;Unmarried partner;1;Associates degree;Food Preparation & Serving Related;$12500 - $24999;never;never;less1;1~3;never;1;0;0;0;1;0
164;Work;Alone;Rainy;55;7AM;Carry out & Take away;2h;Male;26;Married partner;1;Bachelors degree;Management;$12500 - $24999;1~3;4~8;1~3;1~3;;1;1;0;1;0;0
165;Work;Alone;Sunny;80;7AM;Coffee House;2h;Male;36;Married partner;0;Some college - no degree;Healthcare Practitioners & Technical;$25000 - $37499;never;gt8;4~8;less1;less1;1;1;0;1;0;1
166;No Urgent Place;Alone;Sunny;80;10AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Unemployed;$100000 or More;less1;4~8;1~3;less1;less1;1;1;0;0;1;1
167;Work;Alone;Sunny;55;7AM;Bar;1d;Male;21;Single;0;Some college - no degree;Student;$12500 - $24999;less1;never;less1;less1;less1;1;1;1;0;1;0
168;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;21;Single;0;Some college - no degree;Sales & Related;$12500 - $24999;never;4~8;4~8;4~8;never;1;1;1;0;1;0
169;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;36;Married partner;0;Associates degree;Protective Service;$100000 or More;4~8;never;4~8;4~8;1~3;1;1;1;0;1;0
170;No Urgent Place;Alone;Sunny;55;6PM;Coffee House;2h;Male;below21;Unmarried partner;0;Some college - no degree;Student;$87500 - $99999;never;1~3;1~3;1~3;less1;1;0;0;0;1;1
171;No Urgent Place;Kid(s);Sunny;80;10AM;Carry out & Take away;2h;Male;31;Married partner;1;Some college - no degree;Computer & Mathematical;$37500 - $49999;never;less1;4~8;less1;less1;1;1;0;0;1;1
172;Work;Alone;Sunny;55;7AM;Coffee House;2h;Male;46;Unmarried partner;1;Bachelors degree;Business & Financial;$62500 - $74999;never;less1;4~8;1~3;never;1;1;0;0;1;0
173;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);2h;Male;41;Single;0;Some college - no degree;Sales & Related;$37500 - $49999;never;never;4~8;1~3;less1;1;1;0;0;1;1
174;Home;Alone;Rainy;55;10PM;Coffee House;1d;Male;36;Single;0;Some college - no degree;Construction & Extraction;$50000 - $62499;never;never;1~3;less1;less1;1;0;0;1;0;1
175;No Urgent Place;Friend(s);Sunny;80;6PM;Restaurant(<20);1d;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Education&Training&Library;$12500 - $24999;never;never;4~8;4~8;less1;1;1;0;0;1;1
176;Home;Alone;Snowy;30;10PM;Restaurant(20-50);2h;Male;26;Married partner;0;Bachelors degree;Education&Training&Library;$50000 - $62499;never;less1;1~3;1~3;1~3;1;0;0;0;1;1
177;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Male;31;Married partner;1;Bachelors degree;Management;$50000 - $62499;never;never;never;less1;;1;0;0;1;0;0
178;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;50plus;Married partner;1;Bachelors degree;Education&Training&Library;$50000 - $62499;never;never;less1;less1;less1;1;1;0;0;1;0
179;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;36;Married partner;1;Bachelors degree;Education&Training&Library;$50000 - $62499;;1~3;4~8;1~3;1~3;1;1;0;0;1;1
180;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;21;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;less1;1~3;1~3;1~3;1;1;1;0;1;0
181;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;2h;Male;41;Divorced;1;Some college - no degree;Transportation & Material Moving;$50000 - $62499;less1;less1;1~3;1~3;1~3;1;1;0;0;1;1
182;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Female;21;Single;0;Associates degree;Sales & Related;$25000 - $37499;4~8;1~3;4~8;1~3;less1;1;1;0;0;1;1
183;Home;Kid(s);Sunny;55;10PM;Restaurant(20-50);1d;Male;31;Married partner;1;Some college - no degree;Protective Service;$100000 or More;1~3;less1;4~8;1~3;4~8;1;1;0;1;0;1
184;Home;Alone;Sunny;80;6PM;Bar;2h;Male;41;Single;0;Some college - no degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;never;1~3;1~3;never;1;0;0;1;0;0
185;No Urgent Place;Friend(s);Sunny;55;2PM;Coffee House;1d;Male;36;Married partner;0;Bachelors degree;Arts Design Entertainment Sports & Media;$100000 or More;less1;1~3;4~8;1~3;1~3;1;0;0;0;1;1
186;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Female;21;Single;0;Bachelors degree;Student;$62500 - $74999;never;less1;1~3;less1;less1;1;1;0;0;1;1
187;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Computer & Mathematical;$37500 - $49999;less1;less1;gt8;gt8;4~8;1;1;0;0;1;0
188;Home;Alone;Sunny;55;6PM;Bar;1d;Male;36;Married partner;1;Graduate degree (Masters or Doctorate);Life Physical Social Science;$100000 or More;less1;4~8;1~3;1~3;less1;1;0;0;1;0;1
189;Work;Alone;Snowy;30;7AM;Restaurant(<20);2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Unemployed;$12500 - $24999;never;4~8;1~3;1~3;never;1;1;1;0;1;0
190;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Male;41;Single;0;Some college - no degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;never;1~3;1~3;never;1;1;0;1;0;1
191;Work;Alone;Snowy;30;7AM;Restaurant(<20);2h;Female;31;Single;0;Bachelors degree;Unemployed;$100000 or More;never;4~8;gt8;4~8;less1;1;1;1;0;1;1
192;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;0;0;1;0;0
193;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;31;Single;0;Bachelors degree;Transportation & Material Moving;$25000 - $37499;less1;1~3;4~8;gt8;less1;1;0;0;0;1;1
194;No Urgent Place;Alone;Snowy;30;10AM;Restaurant(<20);1d;Male;below21;Single;0;Some college - no degree;Student;Less than $12500;never;gt8;gt8;gt8;less1;1;1;0;0;1;1
195;No Urgent Place;Partner;Sunny;80;10AM;Restaurant(20-50);2h;Female;31;Married partner;0;Some college - no degree;Computer & Mathematical;$100000 or More;less1;less1;gt8;4~8;1~3;1;0;0;0;1;1
196;No Urgent Place;Friend(s);Sunny;30;10PM;Restaurant(<20);2h;Female;36;Unmarried partner;0;Associates degree;Unemployed;$75000 - $87499;never;never;gt8;gt8;1~3;1;0;0;0;1;0
197;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Female;26;Single;0;Bachelors degree;Healthcare Practitioners & Technical;$37500 - $49999;1~3;1~3;gt8;gt8;gt8;1;0;0;0;1;1
198;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;50plus;Married partner;1;Some college - no degree;Computer & Mathematical;$37500 - $49999;1~3;less1;4~8;1~3;1~3;1;1;0;0;1;0
199;No Urgent Place;Partner;Rainy;55;2PM;Restaurant(<20);2h;Male;31;Married partner;0;Graduate degree (Masters or Doctorate);Business & Financial;$75000 - $87499;1~3;4~8;less1;4~8;less1;1;1;0;0;1;0
200;Home;Alone;Sunny;80;6PM;Restaurant(<20);2h;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Unemployed;Less than $12500;never;gt8;1~3;less1;less1;1;0;0;1;0;1
201;No Urgent Place;Alone;Rainy;55;10AM;Coffee House;1d;Male;21;Single;0;Bachelors degree;Student;$25000 - $37499;1~3;4~8;4~8;1~3;;1;1;0;0;1;1
202;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Female;50plus;Single;0;Graduate degree (Masters or Doctorate);Arts Design Entertainment Sports & Media;$37500 - $49999;1~3;4~8;4~8;4~8;1~3;1;1;1;0;1;1
203;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;41;Married partner;1;Bachelors degree;Management;$62500 - $74999;1~3;4~8;4~8;4~8;1~3;1;0;0;0;1;1
204;No Urgent Place;Alone;Sunny;80;10AM;Restaurant(<20);2h;Female;31;Single;0;Associates degree;Arts Design Entertainment Sports & Media;$75000 - $87499;;less1;gt8;1~3;less1;1;0;0;0;1;0
205;Home;Alone;Sunny;80;10PM;Restaurant(<20);2h;Male;21;Unmarried partner;0;Some college - no degree;Food Preparation & Serving Related;$12500 - $24999;1~3;less1;1~3;1~3;never;1;0;0;1;0;0
206;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;36;Married partner;1;Some college - no degree;Construction & Extraction;$12500 - $24999;never;1~3;1~3;less1;less1;1;0;0;0;1;1
207;No Urgent Place;Partner;Rainy;55;2PM;Restaurant(<20);2h;Female;26;Married partner;0;Bachelors degree;Unemployed;$87500 - $99999;1~3;less1;;less1;less1;1;1;0;0;1;0
208;No Urgent Place;Friend(s);Sunny;80;6PM;Coffee House;1d;Male;26;Unmarried partner;0;Bachelors degree;Management;$25000 - $37499;1~3;never;4~8;never;1~3;1;0;0;0;1;0
209;Work;Alone;Sunny;30;7AM;Bar;1d;Male;below21;Single;0;Some college - no degree;Student;Less than $12500;1~3;1~3;1~3;less1;less1;1;1;0;1;0;0
210;No Urgent Place;Alone;Sunny;80;2PM;Restaurant(<20);2h;Female;41;Single;1;Associates degree;Sales & Related;$25000 - $37499;less1;less1;4~8;4~8;1~3;1;1;0;0;1;1
211;Home;Alone;Sunny;30;6PM;Restaurant(20-50);1d;Male;21;Single;1;Some college - no degree;Student;$62500 - $74999;never;never;4~8;1~3;1~3;1;0;0;1;0;0
212;No Urgent Place;Partner;Sunny;80;6PM;Restaurant(<20);2h;Female;26;Married partner;0;High School Graduate;Arts Design Entertainment Sports & Media;$75000 - $87499;gt8;never;1~3;less1;less1;1;0;0;0;1;1
213;Home;Alone;Snowy;30;6PM;Coffee House;1d;Male;26;Single;0;High School Graduate;Unemployed;$37500 - $49999;gt8;gt8;gt8;gt8;gt8;1;1;0;0;1;1
214;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;2h;Female;26;Married partner;1;Some college - no degree;Unemployed;$50000 - $62499;never;less1;1~3;1~3;never;1;1;0;0;1;1
215;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;41;Single;1;Some college - no degree;Office & Administrative Support;$25000 - $37499;less1;1~3;1~3;1~3;never;1;0;0;0;1;1
216;Work;Alone;Sunny;80;7AM;Restaurant(<20);1d;Male;46;Married partner;1;Graduate degree (Masters or Doctorate);Management;$87500 - $99999;less1;1~3;1~3;less1;1~3;1;0;0;1;0;1
217;Home;Alone;Sunny;55;6PM;Bar;1d;Female;26;Single;0;Associates degree;Unemployed;Less than $12500;1~3;less1;4~8;less1;4~8;1;0;0;1;0;1
218;Home;Partner;Rainy;55;6PM;Carry out & Take away;1d;Male;31;Married partner;0;Some college - no degree;Sales & Related;$50000 - $62499;1~3;1~3;gt8;4~8;1~3;1;0;0;1;0;1
219;No Urgent Place;Partner;Sunny;80;10AM;Coffee House;1d;Female;21;Unmarried partner;0;Some college - no degree;Sales & Related;$25000 - $37499;never;less1;less1;less1;never;1;0;0;0;1;1
220;No Urgent Place;Friend(s);Sunny;80;10AM;Bar;1d;Female;26;Single;0;Bachelors degree;Arts Design Entertainment Sports & Media;$12500 - $24999;never;never;1~3;less1;less1;1;0;0;0;1;0
221;Work;Alone;Snowy;30;7AM;Coffee House;1d;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$75000 - $87499;less1;4~8;gt8;1~3;less1;1;0;0;1;0;0
222;No Urgent Place;Kid(s);Sunny;55;6PM;Coffee House;2h;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Computer & Mathematical;$100000 or More;less1;1~3;4~8;4~8;4~8;1;1;0;0;1;0
223;No Urgent Place;Alone;Rainy;55;10AM;Bar;1d;Male;41;Married partner;1;Some college - no degree;Business & Financial;$100000 or More;less1;less1;1~3;1~3;less1;1;1;0;0;1;1
224;Work;Alone;Rainy;55;7AM;Restaurant(<20);2h;Female;50plus;Widowed;1;High School Graduate;Retired;$12500 - $24999;never;never;4~8;1~3;;1;0;0;1;0;0
225;No Urgent Place;Friend(s);Sunny;55;2PM;Carry out & Take away;1d;Male;26;Single;0;Associates degree;Office & Administrative Support;$37500 - $49999;4~8;less1;1~3;4~8;1~3;1;1;0;0;1;1
226;Home;Alone;Sunny;80;6PM;Carry out & Take away;1d;Male;below21;Single;0;Some college - no degree;Student;$25000 - $37499;never;never;less1;never;;1;0;0;0;1;1
227;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;41;Married partner;0;Graduate degree (Masters or Doctorate);Management;$100000 or More;less1;4~8;gt8;gt8;1~3;1;0;0;0;1;0
228;No Urgent Place;Friend(s);Rainy;55;10PM;Bar;2h;Female;41;Married partner;1;Graduate degree (Masters or Doctorate);Business & Financial;$87500 - $99999;less1;1~3;4~8;1~3;less1;1;1;0;0;1;1
229;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Male;26;Unmarried partner;0;Bachelors degree;Sales & Related;$75000 - $87499;never;never;1~3;4~8;1~3;1;1;0;0;1;1
230;Home;Alone;Sunny;55;6PM;Bar;1d;Female;31;Single;0;Graduate degree (Masters or Doctorate);Life Physical Social Science;$50000 - $62499;1~3;4~8;4~8;4~8;4~8;1;0;0;1;0;1
231;Work;Alone;Sunny;80;7AM;Restaurant(20-50);2h;Female;41;Married partner;1;Some college - no degree;Education&Training&Library;$100000 or More;never;gt8;gt8;gt8;4~8;1;0;0;1;0;1
232;No Urgent Place;Friend(s);Snowy;30;10PM;Carry out & Take away;1d;Female;50plus;Married partner;1;Bachelors degree;Education&Training&Library;$12500 - $24999;less1;4~8;4~8;gt8;less1;1;1;0;0;1;1
233;No Urgent Place;Partner;Sunny;30;10AM;Restaurant(20-50);1d;Male;31;Married partner;0;Bachelors degree;Sales & Related;$75000 - $87499;1~3;1~3;4~8;4~8;4~8;1;0;0;0;1;1
234;No Urgent Place;Kid(s);Sunny;80;10AM;Restaurant(<20);1d;Male;31;Married partner;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;never;1~3;4~8;4~8;less1;1;1;0;0;1;0
235;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Female;36;Single;1;Graduate degree (Masters or Doctorate);Education&Training&Library;$25000 - $37499;less1;4~8;4~8;1~3;less1;1;1;0;0;1;1
236;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;21;Unmarried partner;0;Some college - no degree;Education&Training&Library;$25000 - $37499;4~8;less1;1~3;less1;never;1;1;1;0;1;0
237;Work;Alone;Snowy;30;7AM;Restaurant(20-50);1d;Male;36;Unmarried partner;1;Associates degree;Unemployed;$25000 - $37499;never;never;1~3;less1;never;1;1;1;0;1;0
238;Home;Alone;Sunny;30;6PM;Carry out & Take away;2h;Male;21;Unmarried partner;0;High School Graduate;Sales & Related;$37500 - $49999;never;less1;4~8;4~8;less1;1;1;0;1;0;1
239;Work;Alone;Snowy;30;7AM;Bar;1d;Female;50plus;Widowed;1;Associates degree;Healthcare Support;$12500 - $24999;less1;less1;4~8;1~3;less1;1;1;1;0;1;0
240;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;50plus;Married partner;0;Bachelors degree;Personal Care & Service;$50000 - $62499;never;less1;less1;1~3;less1;1;0;0;0;1;0
241;Home;Alone;Sunny;80;6PM;Coffee House;2h;Female;41;Married partner;1;Bachelors degree;Legal;$100000 or More;never;1~3;1~3;1~3;less1;1;0;0;0;1;1
242;No Urgent Place;Friend(s);Sunny;55;6PM;Carry out & Take away;1d;Male;26;Single;0;Some college - no degree;Transportation & Material Moving;$62500 - $74999;4~8;less1;gt8;4~8;less1;1;1;0;0;1;1
243;No Urgent Place;Friend(s);Sunny;80;10PM;Coffee House;1d;Male;31;Married partner;0;Bachelors degree;Architecture & Engineering;$75000 - $87499;less1;never;1~3;1~3;1~3;1;1;0;0;1;1
244;Work;Alone;Sunny;55;7AM;Coffee House;2h;Female;31;Single;0;High School Graduate;Healthcare Support;$25000 - $37499;never;1~3;1~3;1~3;1~3;1;1;1;0;1;1
245;No Urgent Place;Friend(s);Sunny;55;10PM;Bar;2h;Male;50plus;Married partner;0;Graduate degree (Masters or Doctorate);Retired;$50000 - $62499;less1;less1;less1;less1;less1;1;1;0;0;1;1
246;No Urgent Place;Kid(s);Snowy;30;6PM;Bar;1d;Female;36;Married partner;1;Associates degree;Healthcare Practitioners & Technical;$75000 - $87499;less1;never;4~8;1~3;less1;1;1;0;0;1;0
247;No Urgent Place;Alone;Snowy;30;2PM;Bar;1d;Male;31;Married partner;1;High School Graduate;Computer & Mathematical;$87500 - $99999;never;1~3;less1;4~8;less1;1;0;0;0;1;0
248;Home;Alone;Sunny;80;6PM;Coffee House;2h;Male;46;Single;0;Bachelors degree;Management;$100000 or More;never;less1;4~8;1~3;never;1;0;0;0;1;0
249;Work;Alone;Sunny;80;7AM;Carry out & Take away;1d;Female;41;Single;1;Some college - no degree;Business & Financial;$12500 - $24999;never;less1;less1;less1;never;1;1;1;0;1;1
250;No Urgent Place;Friend(s);Sunny;80;10AM;Coffee House;2h;Male;46;Married partner;1;Some college - no degree;Computer & Mathematical;$62500 - $74999;never;1~3;4~8;1~3;1~3;1;0;0;0;1;1
251;Home;Alone;Rainy;55;10PM;Coffee House;2h;Female;36;Married partner;0;Bachelors degree;Unemployed;$100000 or More;less1;never;1~3;less1;less1;1;0;0;1;0;0
252;No Urgent Place;Kid(s);Sunny;55;2PM;Restaurant(<20);1d;Male;41;Married partner;1;Graduate degree (Masters or Doctorate);Management;$62500 - $74999;1~3;1~3;1~3;4~8;less1;1;1;0;0;1;1
253;Work;Alone;Sunny;80;7AM;Restaurant(20-50);1d;Male;below21;Single;0;Some college - no degree;Student;$50000 - $62499;never;1~3;4~8;4~8;less1;1;1;0;0;1;0
254;Work;Alone;Rainy;55;7AM;Bar;1d;Female;21;Married partner;0;Some college - no degree;Student;Less than $12500;less1;gt8;4~8;1~3;1~3;1;1;1;0;1;1
255;No Urgent Place;Alone;Sunny;55;2PM;Restaurant(<20);1d;Female;21;Unmarried partner;0;Some college - no degree;Unemployed;$12500 - $24999;1~3;less1;1~3;1~3;less1;1;0;0;0;1;1
256;No Urgent Place;Friend(s);Sunny;80;2PM;Coffee House;1d;Female;46;Single;1;Graduate degree (Masters or Doctorate);Management;$75000 - $87499;never;never;gt8;4~8;less1;1;0;0;0;1;0
